Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2024-09-13,57905.5,60012.8,57644.8,59693.6
2024-09-16,59667.6,59691.8,57481.5,57977
2024-09-17,57967.9,61323.7,57609.9,60338.7
2024-09-18,60329.6,61318.8,59206.6,60201.4
2024-09-19,60201.4,63863.4,60201.4,62899
2024-09-20,62880.8,64108.7,62352.6,62865.4
2024-09-23,62756.5,64732.4,62383.4,63386.2
2024-09-24,63370.9,64575.7,62718.3,64027
2024-09-25,64027,64808.3,62995.3,63427.2
2024-09-26,63427.2,65825.8,62654.6,65063.9
2024-09-27,65058.8,66469,64742.5,65719.8
2024-09-30,65852.7,65988.7,63042.5,63686.5
2024-10-01,63686.5,64121,60151.8,61153.1
2024-10-02,61110.1,62347.6,59983.3,60815.7
2024-10-03,60815.4,61466.9,59861.9,60799.8
2024-10-04,60799.8,62462.5,60449.9,62343.7
2024-10-07,62309.5,64437.5,62309.5,63355.2
2024-10-08,63355.2,63355.2,61838.3,62401.3
2024-10-09,62398.9,62504.2,60295.8,60850.9
2024-10-10,60820.9,61245.2,58867.1,60122.1
2024-10-11,60130.8,63401,59880.9,63022.6
2024-10-14,62881.6,66262.9,62432.4,65777.7
2024-10-15,65775.6,67848.5,64816.7,66421.3
2024-10-16,66415.6,68395.7,66392.2,67556.6
2024-10-17,67569.8,67926,66642.2,67064.5
2024-10-18,67080.7,68993.1,67080.7,68585.2
2024-10-21,68779.5,69488.3,66806,67786.4
2024-10-22,67771.7,67851.3,66545.1,67486.4
2024-10-23,67484.5,67785.1,65177.1,66343.7
2024-10-24,66343.7,68801.3,66278.7,68306.4
2024-10-25,68306.4,68726.1,65873.5,66786.4
2024-10-28,68030.4,70192.1,67522.4,69912.9
2024-10-29,69920.7,73605.7,69694.1,72616.8
2024-10-30,72637.9,72930.9,71409.6,72374.6
2024-10-31,72363,72677.5,69586.5,70371.9
2024-11-01,70368.5,71587,68763.9,69192.6
2024-11-04,68848.7,69456.5,66787.7,67885.4
2024-11-05,67896.9,70523.3,67433.1,69586
2024-11-06,69586,76467.2,69287.5,75684.1
2024-11-07,75684.1,76934.9,74460.7,75908.2
2024-11-08,75908.2,77264.8,75640.6,76677.7
2024-11-11,80588.6,88465.8,80019.8,88143.7
2024-11-12,88080.1,90018.7,85138.9,88638.3
2024-11-13,88650.1,93470.1,86245.5,89785.1
2024-11-14,89791.5,91800.3,87035.2,87718.5
2024-11-15,87647.7,91497.1,86672.3,91283.3
2024-11-18,89503.8,92601.1,89336.7,91239.2
2024-11-19,91230,94007,90310.5,91942.1
2024-11-20,91942.1,94900,91631.3,94225.8
2024-11-21,94225.8,99047.1,93841.2,98427.1
2024-11-22,98441.6,99668.1,97198.7,99189.6
2024-11-25,98092.1,98960.9,92588.3,94373.4
2024-11-26,94373.4,94992,90771.2,91754.9
2024-11-27,91731.3,97354.8,91570.8,96132.5
2024-11-28,96143.6,96658.5,94667.3,95650.7
2024-11-29,95657.1,98716.6,95374.3,97373.8
2024-12-02,97647.6,98188.4,94400.1,95406.1
2024-12-03,95378.8,96310.3,93601.4,96151
2024-12-04,96180.6,99213.2,94670,98312.9
2024-12-05,98312.9,104061,93083.8,96737.9
2024-12-06,96741.7,102079,95606.8,101517
2024-12-09,100289,101406,94879.3,96993.2
2024-12-10,96993.2,98284.9,94311.1,96898.2
2024-12-11,96897.3,101951,95714.8,101252
2024-12-12,101259,102541,99329.5,100467
2024-12-13,100484,101903,99223,101631
2024-12-16,103229,107809,103229,105844
2024-12-17,105844,108323,105346,105982
2024-12-18,105962,106481,100237,101110
2024-12-19,101091,102746,95581.2,98219.2
2024-12-20,98222.1,98271.4,92159.9,96413.4
2024-12-23,95402.5,96426.4,92386.4,95049.8
2024-12-24,95074.2,99423.3,93435.2,98705.9
2024-12-26,98771.2,99843.2,95097.7,95708.4
2024-12-27,95707.5,97234.6,93343.6,94500
2024-12-30,93060.4,94918,91309.1,92611.4
2024-12-31,92617.4,96105.7,91901.6,93315.7
2025-01-02,94606.4,97735.4,94200,96812.9
2025-01-03,96812.9,98934.4,96019.9,98303.2
2025-01-06,98652.4,102458,97900,102041
2025-01-07,102041,102721,96134.4,97128.8
2025-01-08,97138.3,97251.6,92520.6,95261.6
2025-01-09,95262.5,95351.6,91195.9,92466.7
2025-01-10,92451.3,95774.4,92033.5,94616.3
2025-01-13,93910.8,95857.9,89554.3,94360.9
2025-01-14,94360.9,97346.3,94147.7,96688.4
2025-01-15,96647.3,100699,96465.5,99708.8
2025-01-16,99717.7,100853,97346.3,99820.3
2025-01-17,99785.4,105925,99723.7,104748
2025-01-20,103002,109118,99476.7,103466
2025-01-21,103519,107215,100092,106013
2025-01-22,106064,106314,103327,103803
2025-01-23,103816,106722,101235,103996
2025-01-24,103969,107147,102734,105020
2025-01-27,104284,104284,97777.5,101607
2025-01-28,101597,103658,100214,101199
2025-01-29,101198,104758,100722,103488
2025-01-30,103475,106422,103335,105119
2025-01-31,105104,105999,101578,101597
2025-02-03,97930.7,102565,91583.4,101715
2025-02-04,101770,101930,96181.5,97688.6
2025-02-05,97708.7,99095.2,96264.9,96502.7
2025-02-06,96445,99155.1,95697.4,96945.2
2025-02-07,96955.5,100191,95664.4,95919.5
2025-02-10,95918.6,98337.1,95645.2,97427.9
2025-02-11,97389,98490.1,94859.5,95537.4
2025-02-12,95580.3,98117.1,94139.7,97817.6
2025-02-13,97790.9,98094.9,95244.4,96360.4
2025-02-14,96417.1,98844.5,96285.3,97153.4
2025-02-17,96890.7,97030.8,95222.6,95867.1
2025-02-18,95887.3,96686.5,93341.9,95267.1
2025-02-19,95257.1,96680.9,94989.3,96527.8
2025-02-20,96526.9,98741,96405.9,98149.8
2025-02-21,98149.8,99502.4,94827.1,95143.8
2025-02-24,95787.2,96502.7,92371.9,92437.6
2025-02-25,92425.7,92847,85957.1,88719.3
2025-02-26,88718.5,89297.6,82579.1,84219.7
2025-02-27,84227.5,86968.6,82601.6,84604.5
2025-02-28,84608,85071.6,78222.1,84128.3
2025-03-03,94273.8,94805.6,89168.6,90396.2
